id,topic,subject_id,question,question_kn,option_a,option_a_kn,option_b,option_b_kn,option_c,option_c_kn,option_d,option_d_kn,correct_answer
441a8554-4d49-48b3-bfe7-6e72e9897f05,Printer and Scanner,ictsm,What is the function of ready button ON in pass book printer?,ಪಾಸ್ ಬುಕ್ ಪ್ರಿಂಟರ್‌ನಲ್ಲಿ ಸಿದ್ಧ ಬಟನ್ ಆನ್‌ನ ಕಾರ್ಯವೇನು?,to receive data,ಡೇಟಾವನ್ನು ಸ್ವೀಕರಿಸಲು,Printer is in PR2 mode,ಪ್ರಿಂಟರ್ PR2 ಮೋಡ್‌ನಲ್ಲಿದೆ,Printer is paused,ಮುದ್ರಕವನ್ನು ವಿರಾಮಗೊಳಿಸಲಾಗಿದೆ,Printer is an ESC,ಮುದ್ರಕವು ESC ಆಗಿದೆ,A
4d157b36-a086-4159-8d17-c80155b5d709,Printer and Scanner,ictsm,Which protocol assigns IP addresses in network printer?,ನೆಟ್ವರ್ಕ್ ಪ್ರಿಂಟರ್ನಲ್ಲಿ IP ವಿಳಾಸಗಳನ್ನು ಯಾವ ಪ್ರೋಟೋಕಾಲ್ ನಿಯೋಜಿಸುತ್ತದೆ?,ftp,ಅಡಿಪಿ,DHCP,DHCP,udp,udp,POP,POP,B
e09bb485-9119-4a19-a3ec-603a662d830e,Printer and Scanner,ictsm,Which printer having ethernet port?,ಈಥರ್ನೆಟ್ ಪೋರ್ಟ್ ಹೊಂದಿರುವ ಪ್ರಿಂಟರ್ ಯಾವುದು?,Network printer,ನೆಟ್ವರ್ಕ್ ಪ್ರಿಂಟರ್,Serial port printer,ಸೀರಿಯಲ್ ಪೋರ್ಟ್ ಪ್ರಿಂಟರ್,USB printer,USB ಪ್ರಿಂಟರ್,Parallel port printer,ಸಮಾನಾಂತರ ಪೋರ್ಟ್ ಪ್ರಿಂಟರ್,A
92483832-f736-49c5-9f3f-356979a96c54,Printer and Scanner,ictsm,What is the full form of ADF in scanner features?,ಸ್ಕ್ಯಾನರ್ ವೈಶಿಷ್ಟ್ಯಗಳಲ್ಲಿ ADF ನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Automatic Delete File,ಸ್ವಯಂಚಾಲಿತ ಅಳಿಸಿ ಫೈಲ್,Automatic Document Feeder,ಸ್ವಯಂಚಾಲಿತ ಡಾಕ್ಯುಮೆಂಟ್ ಫೀಡರ್,All Document Feeder,ಎಲ್ಲಾ ಡಾಕ್ಯುಮೆಂಟ್ ಫೀಡರ್,Anyway Document Feeder,ಹೇಗಾದರೂ ಡಾಕ್ಯುಮೆಂಟ್ ಫೀಡರ್,B
c78d1f4d-9913-42d0-b70f-4213849be79f,Printer and Scanner,ictsm,What is the full form of QR Code?,QR ಕೋಡ್‌ನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Quick Result Code,ತ್ವರಿತ ಫಲಿತಾಂಶ ಕೋಡ್,Quadratic Response Code,ಕ್ವಾಡ್ರಾಟಿಕ್ ರೆಸ್ಪಾನ್ಸ್ ಕೋಡ್,Quick Response Code,ತ್ವರಿತ ಪ್ರತಿಕ್ರಿಯೆ ಕೋಡ್,Quick Relay Code,ತ್ವರಿತ ರಿಲೇ ಕೋಡ್,C
22f8610d-4c75-45bf-8f0e-117c76cc8865,Printer and Scanner,ictsm,Which technology used in drum scanner?,ಡ್ರಮ್ ಸ್ಕ್ಯಾನರ್‌ನಲ್ಲಿ ಯಾವ ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸಲಾಗಿದೆ?,Contact image sensor,ಇಮೇಜ್ ಸಂವೇದಕವನ್ನು ಸಂಪರ್ಕಿಸಿ,LEDs,ಎಲ್ಇಡಿಗಳು,Flat bed method,ಫ್ಲಾಟ್ ಬೆಡ್ ವಿಧಾನ,Photo multiplier tube,ಫೋಟೋ ಮಲ್ಟಿಪ್ಲೈಯರ್ ಟ್ಯೂಬ್,D
6b74b139-ebe1-488d-a5a0-042c8d292d77,Printer and Scanner,ictsm,Which device used to print graphical outputs by computer on a paper?,ಕಾಗದದ ಮೇಲೆ ಕಂಪ್ಯೂಟರ್ ಮೂಲಕ ಚಿತ್ರಾತ್ಮಕ ಔಟ್‌ಪುಟ್‌ಗಳನ್ನು ಮುದ್ರಿಸಲು ಯಾವ ಸಾಧನವನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Input processing unit,ಇನ್ಪುಟ್ ಸಂಸ್ಕರಣಾ ಘಟಕ,Output processing unit,ಔಟ್ಪುಟ್ ಸಂಸ್ಕರಣಾ ಘಟಕ,Printer,ಮುದ್ರಕ,Plotter,ಪ್ಲಾಟರ್,D
1d3a7a3a-8fbc-402f-a38d-b649099019c6,Printer and Scanner,ictsm,What is the full form of CIS scanner?,CIS ಸ್ಕ್ಯಾನರ್‌ನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Continuous Image Sensor,ನಿರಂತರ ಚಿತ್ರ ಸಂವೇದಕ,Contact Image Sensor,ಇಮೇಜ್ ಸೆನ್ಸರ್ ಅನ್ನು ಸಂಪರ್ಕಿಸಿ,Convert Image Sensor,ಇಮೇಜ್ ಸೆನ್ಸರ್ ಅನ್ನು ಪರಿವರ್ತಿಸಿ,Cathode Image Sensor,ಕ್ಯಾಥೋಡ್ ಇಮೇಜ್ ಸೆನ್ಸರ್,B
431391c7-851e-403f-9ff8-b0823c03704c,Printer and Scanner,ictsm,Which connection is ideal for scanning high resolution images?,ಹೆಚ್ಚಿನ ರೆಸಲ್ಯೂಶನ್ ಚಿತ್ರಗಳನ್ನು ಸ್ಕ್ಯಾನ್ ಮಾಡಲು ಯಾವ ಸಂಪರ್ಕವು ಸೂಕ್ತವಾಗಿದೆ?,Fire wire,ಬೆಂಕಿ ತಂತಿ,USB,USB,SCSI,SCSI,Parallel,ಸಮಾನಾಂತರ,A
119b49bd-ccff-487c-822e-f54a3f8a0181,Printer and Scanner,ictsm,Which device includes the functionality of multiple devices in one?,ಯಾವ ಸಾಧನವು ಒಂದರಲ್ಲಿ ಬಹು ಸಾಧನಗಳ ಕಾರ್ಯವನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ?,MFD,MFD,Scanner,ಸ್ಕ್ಯಾನರ್,Printer,ಮುದ್ರಕ,Plotter,ಪ್ಲಾಟರ್,A
787ea9fb-99a7-492c-90e0-9c742b8ea328,Printer and Scanner,ictsm,What is the full form of OPC in laser printer?,ಲೇಸರ್ ಪ್ರಿಂಟರ್‌ನಲ್ಲಿ OPC ಯ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Organic Print Control drum,ಸಾವಯವ ಮುದ್ರಣ ನಿಯಂತ್ರಣ ಡ್ರಮ್,Organic Photo Conductor drum,ಸಾವಯವ ಫೋಟೋ ಕಂಡಕ್ಟರ್ ಡ್ರಮ್,Oriented Print Control drum,ಓರಿಯೆಂಟೆಡ್ ಪ್ರಿಂಟ್ ಕಂಟ್ರೋಲ್ ಡ್ರಮ್,Original Print Control drum,ಮೂಲ ಮುದ್ರಣ ನಿಯಂತ್ರಣ ಡ್ರಮ್,B
069fbad1-1025-48c7-877e-4ea755a4cac8,Printer and Scanner,ictsm,Which printer is an impact printer?,ಯಾವ ಪ್ರಿಂಟರ್ ಇಂಪ್ಯಾಕ್ಟ್ ಪ್ರಿಂಟರ್ ಆಗಿದೆ?,Inkjet printer,ಇಂಕ್ಜೆಟ್ ಪ್ರಿಂಟರ್,Thermal printer,ಥರ್ಮಲ್ ಪ್ರಿಂಟರ್,Line matrix printer,ಲೈನ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್,Electro- photographic printer,ಎಲೆಕ್ಟ್ರೋ ಫೋಟೋಗ್ರಾಫಿಕ್ ಪ್ರಿಂಟರ್,C
f63e97d9-8002-4af2-b908-811127d56053,Monitor and Sound Card,ictsm,Which frequency is support for tweeter speaker?,ಟ್ವೀಟರ್ ಸ್ಪೀಕರ್‌ಗೆ ಯಾವ ಆವರ್ತನವು ಬೆಂಬಲವಾಗಿದೆ?,Low frequency,ಕಡಿಮೆ ಆವರ್ತನ,Mid-range frequency,ಮಧ್ಯಮ ಶ್ರೇಣಿಯ ಆವರ್ತನ,Very low frequency,ತುಂಬಾ ಕಡಿಮೆ ಆವರ್ತನ,High frequency,ಹೆಚ್ಚಿನ ಆವರ್ತನ,D
f4bdb5d2-51d1-413e-a13e-835c9711bcf8,Monitor and Sound Card,ictsm,What is the significance of sampling rate in case of sound card?,ಧ್ವನಿ ಕಾರ್ಡ್‌ನ ಸಂದರ್ಭದಲ್ಲಿ ಮಾದರಿ ದರದ ಮಹತ್ವವೇನು?,More sampling rate means more accuracy,ಹೆಚ್ಚು ಮಾದರಿ ದರ ಎಂದರೆ ಹೆಚ್ಚು ನಿಖರತೆ,More sampling rate means low accuracy,ಹೆಚ್ಚು ಮಾದರಿ ದರ ಎಂದರೆ ಕಡಿಮೆ ನಿಖರತೆ,Less sampling rate means more accuracy,ಕಡಿಮೆ ಮಾದರಿ ದರ ಎಂದರೆ ಹೆಚ್ಚು ನಿಖರತೆ,Less sampling rate means low accuracy,ಕಡಿಮೆ ಮಾದರಿ ದರ ಎಂದರೆ ಕಡಿಮೆ ನಿಖರತೆ,A
f8af719d-8b89-4245-ac94-e81890cebbf9,Monitor and Sound Card,ictsm,Which one is sets to full screen in OLED monitor?,OLED ಮಾನಿಟರ್‌ನಲ್ಲಿ ಯಾವುದನ್ನು ಪೂರ್ಣ ಪರದೆಗೆ ಹೊಂದಿಸಲಾಗಿದೆ?,,,,,,,,,A
c3d38abb-6fea-46ee-a1a8-4a25adccc30c,Monitor and Sound Card,ictsm,What is the purpose of display card?,ಪ್ರದರ್ಶನ ಕಾರ್ಡ್‌ನ ಉದ್ದೇಶವೇನು?,Sending graphics data input unit,ಗ್ರಾಫಿಕ್ಸ್ ಡೇಟಾ ಇನ್‌ಪುಟ್ ಘಟಕವನ್ನು ಕಳುಹಿಸಲಾಗುತ್ತಿದೆ,Receiving graphics data from output devices,ಔಟ್ಪುಟ್ ಸಾಧನಗಳಿಂದ ಗ್ರಾಫಿಕ್ಸ್ ಡೇಟಾವನ್ನು ಸ್ವೀಕರಿಸಲಾಗುತ್ತಿದೆ,Receiving graphics data input devices,ಗ್ರಾಫಿಕ್ಸ್ ಡೇಟಾ ಇನ್‌ಪುಟ್ ಸಾಧನಗಳನ್ನು ಸ್ವೀಕರಿಸಲಾಗುತ್ತಿದೆ,Sending graphics data to output unit,ಔಟ್ಪುಟ್ ಘಟಕಕ್ಕೆ ಗ್ರಾಫಿಕ್ಸ್ ಡೇಟಾವನ್ನು ಕಳುಹಿಸಲಾಗುತ್ತಿದೆ,D
c94fe2b9-06da-4bef-b6d2-9a2657227752,Monitor and Sound Card,ictsm,What we called vibration that compress of air or other substances?,ಗಾಳಿ ಅಥವಾ ಇತರ ವಸ್ತುಗಳನ್ನು ಸಂಕುಚಿತಗೊಳಿಸುವ ಕಂಪನವನ್ನು ನಾವು ಏನೆಂದು ಕರೆಯುತ್ತೇವೆ?,Picture,ಚಿತ್ರ,Video,ವೀಡಿಯೊ,Light,ಬೆಳಕು,Sound,ಧ್ವನಿ,D
eb325684-c623-422d-9cf7-0cadd50b6ab4,Monitor and Sound Card,ictsm,Which one is the component of sound Card?,ಧ್ವನಿ ಕಾರ್ಡ್‌ನ ಅಂಶ ಯಾವುದು?,Video card,ವೀಡಿಯೊ ಕಾರ್ಡ್,DAC,DAC,Graphic card,ಗ್ರಾಫಿಕ್ ಕಾರ್ಡ್,Light pen,ಲೈಟ್ ಪೆನ್,B
28871b91-a510-4ca1-916d-01976e5feaf7,Monitor and Sound Card,ictsm,Which display each pixel in the picture corresponds with a transistor?,ಚಿತ್ರದಲ್ಲಿನ ಪ್ರತಿ ಪಿಕ್ಸೆಲ್ ಯಾವ ಪ್ರದರ್ಶನವು ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗೆ ಹೊಂದಿಕೆಯಾಗುತ್ತದೆ?,CRT,CRT,LCD,LCD,Monochrome tube,ಏಕವರ್ಣದ ಟ್ಯೂಬ್,Vacuum tube,ನಿರ್ವಾತ ಟ್ಯೂಬ್,B
6c364c6c-020e-406d-ad73-a6e906a74ad5,Monitor and Sound Card,ictsm,What is measuring unit of sound?,ಧ್ವನಿಯ ಅಳತೆಯ ಘಟಕ ಯಾವುದು?,Frequency,ಆವರ್ತನ,ohms,ಓಮ್ಸ್,Farad,ಫರಾದ್,Decibel,ಡೆಸಿಬೆಲ್,D
2a91cf52-3388-4c55-8566-e721142fcbc6,Monitor and Sound Card,ictsm,What is full form of SNR in Sound Quality?,ಧ್ವನಿ ಗುಣಮಟ್ಟದಲ್ಲಿ SNR ನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Symbol-to-Noise Ratio,ಸಂಕೇತ-ಶಬ್ದದ ಅನುಪಾತ,Signal-to-Noise Ratio,ಸಿಗ್ನಲ್-ಟು-ಶಬ್ದ ಅನುಪಾತ,Source-to-Noise Ratio,ಮೂಲದಿಂದ ಶಬ್ದದ ಅನುಪಾತ,Sound-to-Sound Ratio,ಧ್ವನಿ-ಧ್ವನಿ ಅನುಪಾತ,B
3ee2286f-0b7a-491d-905a-2c6f0660d637,Monitor and Sound Card,ictsm,What is RGB in LCD projector?,LCD ಪ್ರೊಜೆಕ್ಟರ್‌ನಲ್ಲಿ RGB ಎಂದರೇನು?,Red Gray Black,ಕೆಂಪು ಬೂದು ಕಪ್ಪು,Red Green Blue,ಕೆಂಪು ಹಸಿರು ನೀಲಿ,Red Gray Brown,ಕೆಂಪು ಬೂದು ಕಂದು,Red Green Brown,ಕೆಂಪು ಹಸಿರು ಕಂದು,B
ee2a4ae5-9aa6-445c-9387-59515deff37e,UPS and MODEM,ictsm,What is the frequency range of broadband satellite communication method?,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ಉಪಗ್ರಹ ಸಂವಹನ ವಿಧಾನದ ಆವರ್ತನ ಶ್ರೇಣಿ ಎಷ್ಟು?,4GHz - 6GHz,4GHz - 6GHz,11GHz -14GHz,11GHz -14GHz,5GHz -10GHz,5GHz -10GHz,1GHz - 5GHz,1GHz - 5GHz,B
6a78a754-ceb7-4f6a-9358-1c4cbfaa0214,UPS and MODEM,ictsm,What is the transmission speed of satellite communication method?,ಉಪಗ್ರಹ ಸಂವಹನ ವಿಧಾನದ ಪ್ರಸರಣ ವೇಗ ಎಷ್ಟು?,1mbps to 3mbps,1mbps ನಿಂದ 3mbps,30mbps to 40mbps,30mbps ನಿಂದ 40mbps,1mbps to 10mbps,1mbps ನಿಂದ 10mbps,50mbps to 100mbps,50mbps ನಿಂದ 100mbps,C
d4d7b083-1c66-49a6-90c5-a2ac6bd50f4d,UPS and MODEM,ictsm,What is the full form of MOV in UPS?,UPS ನಲ್ಲಿ MOV ಯ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Main Oxide Varistors,ಮುಖ್ಯ ಆಕ್ಸೈಡ್ ವೇರಿಸ್ಟರ್‌ಗಳು,Metal Oxide Voltage,ಲೋಹದ ಆಕ್ಸೈಡ್ ವೋಲ್ಟೇಜ್,Metal Oxide Varistors,ಮೆಟಲ್ ಆಕ್ಸೈಡ್ ವೇರಿಸ್ಟರ್ಸ್,Metal Oxide Price,ಲೋಹದ ಆಕ್ಸೈಡ್ ಬೆಲೆ,C
663fcdd0-2a54-45ff-ac79-3d3ec736c77a,UPS and MODEM,ictsm,Which is used for checked by battery capacity?,ಬ್ಯಾಟರಿ ಸಾಮರ್ಥ್ಯದಿಂದ ಪರಿಶೀಲಿಸಲು ಯಾವುದನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Electric tester,ಎಲೆಕ್ಟ್ರಿಕ್ ಪರೀಕ್ಷಕ,Neon tester,ನಿಯಾನ್ ಪರೀಕ್ಷಕ,Volt meter,ವೋಲ್ಟ್ ಮೀಟರ್,Load tester,ಲೋಡ್ ಪರೀಕ್ಷಕ,D
10e90b47-0965-4033-9c1b-2a12203046d8,UPS and MODEM,ictsm,Which is the correct application of offline UPS?,ಆಫ್‌ಲೈನ್ UPS ನ ಸರಿಯಾದ ಅಪ್ಲಿಕೇಶನ್ ಯಾವುದು?,"Protect workstations, terminals, or equipment above 1 kVA","1 kVA ಗಿಂತ ಹೆಚ್ಚಿನ ಕಾರ್ಯಸ್ಥಳಗಳು, ಟರ್ಮಿನಲ್‌ಗಳು ಅಥವಾ ಉಪಕರಣಗಳನ್ನು ರಕ್ಷಿಸಿ","Protect workstations, terminals, or equipment above 5 kVA","5 kVA ಗಿಂತ ಹೆಚ್ಚಿನ ಕಾರ್ಯಸ್ಥಳಗಳು, ಟರ್ಮಿನಲ್‌ಗಳು ಅಥವಾ ಉಪಕರಣಗಳನ್ನು ರಕ್ಷಿಸಿ","Protect workstations, terminals, or equipment above 3 kVA","3 kVA ಗಿಂತ ಹೆಚ್ಚಿನ ಕಾರ್ಯಸ್ಥಳಗಳು, ಟರ್ಮಿನಲ್‌ಗಳು ಅಥವಾ ಉಪಕರಣಗಳನ್ನು ರಕ್ಷಿಸಿ","Protect workstations, terminals, or equipment below 1 kVA","1 kVA ಗಿಂತ ಕೆಳಗಿನ ಕಾರ್ಯಸ್ಥಳಗಳು, ಟರ್ಮಿನಲ್‌ಗಳು ಅಥವಾ ಉಪಕರಣಗಳನ್ನು ರಕ್ಷಿಸಿ",D
3455f024-761c-42cc-9139-cd75889d335f,UPS and MODEM,ictsm,What is the full form of wi-fi?,ವೈ-ಫೈನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Wiring Fidelity,ವೈರಿಂಗ್ ಫಿಡೆಲಿಟಿ,Wireless Frequency,ವೈರ್‌ಲೆಸ್ ಫ್ರೀಕ್ವೆನ್ಸಿ,Wiring Frequency,ವೈರಿಂಗ್ ಆವರ್ತನ,Wireless Fidelity,ವೈರ್‌ಲೆಸ್ ಫಿಡೆಲಿಟಿ,D
c67d0248-7a3b-44f3-a334-80991076fe4f,UPS and MODEM,ictsm,Which is most commonly used battery type in a UPS?,ಯುಪಿಎಸ್‌ನಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ಬಳಸುವ ಬ್ಯಾಟರಿ ಪ್ರಕಾರ ಯಾವುದು?,Dry cell,ಒಣ ಕೋಶ,Flat cell,ಫ್ಲಾಟ್ ಸೆಲ್,Round cell,ಸುತ್ತಿನ ಕೋಶ,Valve -regulated lead acid battery,ವಾಲ್ವ್-ನಿಯಂತ್ರಿತ ಸೀಸದ ಆಮ್ಲ ಬ್ಯಾಟರಿ,D
f4e5b04b-0cc8-426d-930c-329bb4f5b39a,UPS and MODEM,ictsm,What is the full form of DVR card?,DVR ಕಾರ್ಡ್‌ನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Dual Visual Recorder,ಡ್ಯುಯಲ್ ವಿಷುಯಲ್ ರೆಕಾರ್ಡರ್,Digital Video Recorder,ಡಿಜಿಟಲ್ ವಿಡಿಯೋ ರೆಕಾರ್ಡರ್,Digital Visual Reader,ಡಿಜಿಟಲ್ ವಿಷುಯಲ್ ರೀಡರ್,Dual Video Reader,ಡ್ಯುಯಲ್ ವಿಡಿಯೋ ರೀಡರ್,B
4f32e19d-9b0a-4204-af98-de3cac38f540,UPS and MODEM,ictsm,Which is used in the rotating type UPS system to supply the mains?,ಮುಖ್ಯವನ್ನು ಪೂರೈಸಲು ತಿರುಗುವ ರೀತಿಯ UPS ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಯಾವುದನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Alternator,ಆವರ್ತಕ,DC motor,ಡಿಸಿ ಮೋಟಾರ್,DC generator,DC ಜನರೇಟರ್,Battery bank,ಬ್ಯಾಟರಿ ಬ್ಯಾಂಕ್,A
3274e3a3-180f-4a94-94f0-5d998634e784,UPS and MODEM,ictsm,Which device is used for to send and receive data over telephone lines?,ಟೆಲಿಫೋನ್ ಲೈನ್‌ಗಳ ಮೂಲಕ ಡೇಟಾವನ್ನು ಕಳುಹಿಸಲು ಮತ್ತು ಸ್ವೀಕರಿಸಲು ಯಾವ ಸಾಧನವನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Router,ರೂಟರ್,Hub,ಹಬ್,Switch,ಬದಲಿಸಿ,Modem,ಮೋಡೆಮ್,D
9f3217a4-ef95-4a42-a2de-098ad08e8dae,UPS and MODEM,ictsm,Which device provide 25 mbps of band width an internet connection via cable?,ಯಾವ ಸಾಧನವು 25 mbps ಬ್ಯಾಂಡ್ ಅಗಲವನ್ನು ಕೇಬಲ್ ಮೂಲಕ ಇಂಟರ್ನೆಟ್ ಸಂಪರ್ಕವನ್ನು ಒದಗಿಸುತ್ತದೆ?,Router,ರೂಟರ್,Hub,ಹಬ್,Switch,ಬದಲಿಸಿ,Modem,ಮೋಡೆಮ್,D
ff59ec67-bbf9-45fb-b9b3-454e9180e3b3,UPS and MODEM,ictsm,What is the name for convert digital signal to analog signal?,ಡಿಜಿಟಲ್ ಸಿಗ್ನಲ್ ಅನ್ನು ಅನಲಾಗ್ ಸಿಗ್ನಲ್ ಆಗಿ ಪರಿವರ್ತಿಸುವ ಹೆಸರೇನು?,Modulation,ಮಾಡ್ಯುಲೇಶನ್,Demodulation,ಡಿಮೋಡ್ಯುಲೇಶನ್,Bypass,ಬೈಪಾಸ್,Encapsulation,ಎನ್ಕ್ಯಾಪ್ಸುಲೇಷನ್,A
4e75bffc-0b64-4dff-bd7c-348e5b5141fd,UPS and MODEM,ictsm,Which primary cell have the lowest voltage?,ಯಾವ ಪ್ರಾಥಮಿಕ ಕೋಶವು ಕಡಿಮೆ ವೋಲ್ಟೇಜ್ ಅನ್ನು ಹೊಂದಿದೆ?,Lithium,ಲಿಥಿಯಂ,Zinc chloride,ಸತು ಕ್ಲೋರೈಡ್,Mercury,ಮರ್ಕ್ಯುರಿ,Carbon zinc,ಕಾರ್ಬನ್ ಸತು,C
de002a8f-519d-4aea-a1bf-762d6b4b5a88,UPS and MODEM,ictsm,Which device is used with critical load like hospital intensive care unit where a temporary power failure can cause lot of inconvenience?,"ಆಸ್ಪತ್ರೆಯ ತೀವ್ರ ನಿಗಾ ಘಟಕದಂತಹ ನಿರ್ಣಾಯಕ ಹೊರೆಯೊಂದಿಗೆ ಯಾವ ಸಾಧನವನ್ನು ಬಳಸಲಾಗುತ್ತದೆ, ಅಲ್ಲಿ ತಾತ್ಕಾಲಿಕ ವಿದ್ಯುತ್ ವೈಫಲ್ಯವು ಬಹಳಷ್ಟು ಅನಾನುಕೂಲತೆಯನ್ನು ಉಂಟುಮಾಡಬಹುದು?",UPS,ಯುಪಿಎಸ್,lps,ಎಲ್ಪಿಎಸ್,SMPS,SMPS,SCS,SCS,A
44b814b4-ff1b-453e-9bf6-cf185483b4a4,UPS and MODEM,ictsm,"Which transmission mode, the transmitter and the receiver use the same clock?","ಯಾವ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಮೋಡ್, ಟ್ರಾನ್ಸ್ಮಿಟರ್ ಮತ್ತು ರಿಸೀವರ್ ಒಂದೇ ಗಡಿಯಾರವನ್ನು ಬಳಸುತ್ತವೆ?",Synchronous,ಸಿಂಕ್ರೊನಸ್,Asynchronous,ಅಸಮಕಾಲಿಕ,Communication,ಸಂವಹನ,Character,ಪಾತ್ರ,A
974af901-a04f-46c3-9edb-7d075b0f787c,UPS and MODEM,ictsm,Which is affected by irregular maintenance?,ಅನಿಯಮಿತ ನಿರ್ವಹಣೆಯಿಂದ ಯಾವುದು ಪರಿಣಾಮ ಬೀರುತ್ತದೆ?,Battery,ಬ್ಯಾಟರಿ,Relay,ರಿಲೇ,Fan,ಅಭಿಮಾನಿ,Capacitor,ಕೆಪಾಸಿಟರ್,A
e4a7ef0f-5aa7-4dec-9d84-05d98c3398e1,UPS and MODEM,ictsm,Which one is used for to smooth out and filter fluctuations in voltage in UPS?,UPS ನಲ್ಲಿ ವೋಲ್ಟೇಜ್‌ನಲ್ಲಿನ ಏರಿಳಿತಗಳನ್ನು ಸುಗಮಗೊಳಿಸಲು ಮತ್ತು ಫಿಲ್ಟರ್ ಮಾಡಲು ಯಾವುದನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Battery,ಬ್ಯಾಟರಿ,Relay,ರಿಲೇ,Electrolytic capacitor,ಎಲೆಕ್ಟ್ರೋಲೈಟಿಕ್ ಕೆಪಾಸಿಟರ್,Fans,ಅಭಿಮಾನಿಗಳು,C
8125ac50-ca52-4201-944b-8520ccf29d57,UPS and MODEM,ictsm,Which battery do not require any kind of regular maintenance?,ಯಾವ ಬ್ಯಾಟರಿಗೆ ಯಾವುದೇ ರೀತಿಯ ನಿಯಮಿತ ನಿರ್ವಹಣೆ ಅಗತ್ಯವಿಲ್ಲ?,Automobile batteries,ಆಟೋಮೊಬೈಲ್ ಬ್ಯಾಟರಿಗಳು,Lead acid batteries,ಲೀಡ್ ಆಸಿಡ್ ಬ್ಯಾಟರಿಗಳು,SMF batteries,SMF ಬ್ಯಾಟರಿಗಳು,Nickel-cadmium batteries,ನಿಕಲ್-ಕ್ಯಾಡ್ಮಿಯಮ್ ಬ್ಯಾಟರಿಗಳು,C
b7cad0c7-3ac2-4e56-856d-ce9f25458530,UPS and MODEM,ictsm,What is the function of relays in UPS?,UPS ನಲ್ಲಿ ರಿಲೇಗಳ ಕಾರ್ಯವೇನು?,Voltage increase,ವೋಲ್ಟೇಜ್ ಹೆಚ್ಚಳ,Voltage decrease,ವೋಲ್ಟೇಜ್ ಇಳಿಕೆ,Electrically operate switch,ವಿದ್ಯುತ್ ಚಾಲಿತ ಸ್ವಿಚ್,Current decrease,ಪ್ರಸ್ತುತ ಇಳಿಕೆ,C
0cec9edc-4152-4bbb-acf1-b6405f7f1ba7,UPS and MODEM,ictsm,What is the minimum time period for check water level of the battery?,ಬ್ಯಾಟರಿಯ ನೀರಿನ ಮಟ್ಟವನ್ನು ಪರಿಶೀಲಿಸಲು ಕನಿಷ್ಠ ಸಮಯ ಎಷ್ಟು?,Every 50 days,ಪ್ರತಿ 50 ದಿನಗಳು,Every 15 days,ಪ್ರತಿ 15 ದಿನಗಳಿಗೊಮ್ಮೆ,Every 5 days,ಪ್ರತಿ 5 ದಿನಗಳು,Every 30 days,ಪ್ರತಿ 30 ದಿನಗಳು,B
ac43ce32-c050-48fc-8818-9967d7ebd790,UPS and MODEM,ictsm,"Which transmission mode, two independent clocks are used on either side?","ಯಾವ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಮೋಡ್, ಎರಡು ಸ್ವತಂತ್ರ ಗಡಿಯಾರಗಳನ್ನು ಎರಡೂ ಬದಿಗಳಲ್ಲಿ ಬಳಸಲಾಗುತ್ತದೆ?",Successive,ಸತತ,Synchronous,ಸಿಂಕ್ರೊನಸ್,Asynchronous,ಅಸಮಕಾಲಿಕ,Protocol,ಪ್ರೋಟೋಕಾಲ್,C
1ca3bb08-a380-4569-a29c-5fe4956ff42e,UPS and MODEM,ictsm,What is full form of AGP?,AGP ಯ ಪೂರ್ಣ ರೂಪ ಏನು?,Analog Graphics Port,ಅನಲಾಗ್ ಗ್ರಾಫಿಕ್ಸ್ ಪೋರ್ಟ್,Analog Grid Port,ಅನಲಾಗ್ ಗ್ರಿಡ್ ಪೋರ್ಟ್,Accelerated Graphics Port,ವೇಗವರ್ಧಿತ ಗ್ರಾಫಿಕ್ಸ್ ಪೋರ್ಟ್,Accelerated Grid Port,ವೇಗವರ್ಧಿತ ಗ್ರಿಡ್ ಪೋರ್ಟ್,C
